DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.121589	12	1	2	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.121661	12	1	2	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.121661	12	1	2	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.121732	12	1	2	9	4	3	3	0	505	20	0	14.1523	0	0
DL	0.121732	12	1	2	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.121839	12	1	3	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.121839	12	1	3	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.121911	12	1	3	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.121911	12	1	3	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.121982	12	1	3	9	4	3	3	0	505	20	0	14.1523	0	0
DL	0.121982	12	1	3	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.122089	12	2	0	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.122089	12	2	0	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.122161	12	2	0	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.122161	12	2	0	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.122232	12	2	0	9	4	3	3	0	505	20	0	14.1523	0	0
DL	0.122232	12	2	0	9	4	2	3	0	847	28	0	15.2981	1	1
DL	0.122339	12	2	1	1	4	3	3	0	847	28	1	14.1523	0	0
DL	0.122339	12	2	1	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.122411	12	2	1	5	4	3	3	0	847	28	2	14.1523	1	1
DL	0.122411	12	2	1	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.122446	12	2	1	9	2	3	1	0	43	6	0	1.09743	0	4.8695e-09
DL	0.122482	12	2	1	9	4	2	3	0	505	20	0	15.3014	0	0
DL	0.122482	12	2	1	11	2	3	2	0	64	8	0	16.4476	0	0
DL	0.122589	12	2	2	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.122589	12	2	2	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.122661	12	2	2	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.122661	12	2	2	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.122732	12	2	2	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.122732	12	2	2	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.122839	12	2	3	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.122839	12	2	3	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.122911	12	2	3	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.122911	12	2	3	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.122982	12	2	3	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.122982	12	2	3	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.123089	12	3	0	1	4	2	3	0	847	28	1	15.2981	0	0
DL	0.123089	12	3	0	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.123161	12	3	0	5	4	2	3	0	847	28	2	15.2981	1	1
DL	0.123161	12	3	0	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.123196	12	3	0	9	2	2	1	0	110	12	0	6.82644	0	4.93581e-08
DL	0.123232	12	3	0	9	4	3	2	0	690	24	0	2.53843	1	1
DL	0.123232	12	3	0	11	2	2	2	0	251	20	0	22.1067	0	0
DL	0.123339	12	3	1	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.123339	12	3	1	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.123411	12	3	1	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.123411	12	3	1	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.123482	12	3	1	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.123482	12	3	1	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.123589	12	3	2	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.123589	12	3	2	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.123661	12	3	2	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.123661	12	3	2	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.123732	12	3	2	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.123732	12	3	2	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.123839	12	3	3	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.123839	12	3	3	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.123911	12	3	3	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.123911	12	3	3	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.123982	12	3	3	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.123982	12	3	3	9	4	2	2	0	847	28	0	14.766	1	1
DL	0.124089	12	4	0	1	4	3	2	0	690	24	1	2.53556	1	1
DL	0.124089	12	4	0	1	4	2	3	0	505	20	1	15.2981	0	0
DL	0.124161	12	4	0	5	4	3	2	0	690	24	2	2.53556	1	1
DL	0.124161	12	4	0	5	4	2	3	0	505	20	2	15.2981	0	0
DL	0.124196	12	4	0	9	2	3	3	0	251	20	0	14.1523	0	7.54332e-07
DL	0.124196	12	4	0	9	2	2	1	0	110	12	0	6.82644	0	4.93581e-08
DL	0.124232	12	4	0	11	2	3	1	0	43	6	0	1.09743	0	4.8695e-09
DL	0.124232	12	4	0	11	2	2	2	0	251	20	0	14.766	0	2.60153e-12
DL	0.124339	12	4	1	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.124339	12	4	1	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.124411	12	4	1	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.124411	12	4	1	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.124482	12	4	1	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.124482	12	4	1	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.124589	12	4	2	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.124589	12	4	2	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.124661	12	4	2	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.124661	12	4	2	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.124732	12	4	2	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.124732	12	4	2	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.124839	12	4	3	1	4	3	2	0	690	24	3	2.53556	0	0.010249
DL	0.124839	12	4	3	1	4	2	2	0	505	20	1	14.766	0	0
DL	0.124893	12	4	3	5	3	3	3	0	378	20	0	14.1523	0	2.22045e-16
DL	0.124911	12	4	3	5	4	2	2	0	505	20	2	14.7665	0	0
DL	0.124946	12	4	3	8	3	3	1	0	66	6	0	11.1422	0	0
DL	0.124946	12	4	3	9	2	2	3	0	251	20	0	29.711	0	0
DL	0.124982	12	4	3	11	2	2	1	0	110	12	0	26.1841	0	0
DL	0.125089	12	5	0	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.125089	12	5	0	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.125161	12	5	0	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.125161	12	5	0	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.125232	12	5	0	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.125232	12	5	0	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.125339	12	5	1	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.125339	12	5	1	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.125411	12	5	1	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.125411	12	5	1	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.125482	12	5	1	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.125482	12	5	1	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.125589	12	5	2	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.125589	12	5	2	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.125661	12	5	2	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.125661	12	5	2	5	4	2	3	0	847	28	0	15.2981	1	1
DL	0.125732	12	5	2	9	4	3	1	0	412	18	0	1.09743	1	1
DL	0.125732	12	5	2	9	4	2	1	0	847	28	0	6.82644	1	1
DL	0.125839	12	5	3	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.125839	12	5	3	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.125911	12	5	3	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.125911	12	5	3	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.125982	12	5	3	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.125982	12	5	3	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.126089	12	6	0	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.126089	12	6	0	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.126161	12	6	0	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.126161	12	6	0	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.126232	12	6	0	9	4	3	1	0	89	6	0	1.09743	0	0
